id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
1416,Alexander Francis,27,F,Douglasberg,Hong Kong,2516026756634885,"9132 Roger Shore Suite 788, Yoderbury, NV 69886",Yearly,Churned,TastyVegetables,Grocery,Vegetables,-98.00,2023-11-27,4,5,Maxime dolorum facere iste in ea sint aut aspernatur.
1417,Anthony Lee,-1,M,East Neilmouth,Heard Island and McDonald Islands,2705884199061194,"0201 Powers Field, Davidsonburgh, PR 85813",Rarely,Churned,UltraSpeaker,Electronics,Speaker,314.00,2023-12-26,7,2,Illum quibusdam est laboriosam vel et odio.
1418,William Robinson,150,F,East Brooke,Bhutan,5554426063189589,"1198 Diaz Locks Suite 122, Lisamouth, NY 38219",Yearly,Churned,TastyBeverages,Grocery,Beverages,444.00,2023-04-09,8,1,Fugiat ad fugit tempora et eum dolorem.
1419,Elizabeth Hayes,-5,F,East Robynton,Wallis and Futuna,2428818106577740,"35557 Corey Circle, Ramirezfort, VI 21580",Yearly,Churned,TastyVegetables,Grocery,Vegetables,949.00,2023-11-03,3,3,Similique eveniet harum sit sed enim aut.
1420,Mr. Jeffrey Orr,150,F,Port Jennifermouth,Kiribati,2240006992903677,"PSC 7062, Box 9190, APO AE 60417",Yearly,Active,LaptopMaster,Electronics,Laptop,111.00,2023-10-29,2,5,Quas nisi maxime perspiciatis.
1421,Michele Best,72,M,Port Sergio,Egypt,2556439104848944,"4039 David Fords Apt. 678, Lake Christopherberg, PA 42384",Yearly,Active,JacketFits,Clothing,Jacket,-48.00,2021-04-24,4,2,Delectus sint adipisci corrupti consectetur sapiente qui molestiae.
1422,Kristy Baker,150,F,Williamton,Czech Republic,2279747082445954,"Unit 8930 Box 2585, DPO AP 62417",Rarely,Active,VegetablesPro,Grocery,Vegetables,779.00,2020-10-16,8,1,Nostrum natus sed voluptas molestiae beatae.
1423,Luis Ross,-1,F,Kennethbury,Kazakhstan,2280266408470692,"163 Nathan Locks, Cowanmouth, AK 28722",Yearly,Churned,,Furniture,Chair,200.00,2022-03-11,6,1,Ullam rerum nam cupiditate nemo.
1424,Derrick Todd,150,F,Gloriachester,Falkland Islands (Malvinas),2231321144375927,"7622 Marissa Summit Apt. 507, East Stacyville, OR 28008",Yearly,Active,UltraLaptop,Electronics,Laptop,-86.00,2023-12-29,3,4,Est vitae at quisquam omnis voluptatibus.
1425,Rose Johnston,150,M,Lake Ann,Palau,2268504585425683,"8476 Natasha Station, South Christy, WI 59750",Monthly,Churned,,Electronics,Laptop,-34.00,2021-03-15,4,1,Ex perferendis perspiciatis veritatis tempore.
1426,Nancy Alexander,2,F,East Jacquelinebury,Brazil,5249219188053058,"470 Stephen Glens, West Kevinside, LA 27085",Yearly,Churned,UltraLaptop,Electronics,Laptop,160.00,2022-06-04,3,5,Molestiae iure placeat ad qui ex placeat.
1427,Holly Jacobs,-5,F,Port Corybury,Barbados,2227435058313439,"03793 Richard Cliff Apt. 970, Heatherland, OK 37542",Rarely,Active,SofaDeluxe,Furniture,Sofa,-22.00,2019-08-15,9,1,Consectetur eius consequuntur illum placeat officia.
1428,Vanessa Singh,96,M,West Mariahaven,Cook Islands,5161027383883466,"471 Robertson Forge, Taylorberg, ME 36798",Rarely,Active,LaptopPro,Electronics,Laptop,-62.00,2019-04-15,1,5,Dicta et dolorem consequuntur dolores unde.
1429,Wendy Flynn,-3,M,Parkerport,Mali,2239082940603951,"188 Murphy Drives, Port Jennifer, ME 97994",Yearly,Churned,PhonePro,Electronics,Phone,912.00,2023-10-17,3,5,Vero et rerum dolorem eveniet qui in sed.
1430,Brian Martinez,150,F,Marquezland,China,2250864831339769,"07048 Newman View Suite 000, Pattersonville, IN 16068",Yearly,Churned,FictionTales,Books,Fiction,-18.00,2023-11-23,8,1,Facere nihil consequatur qui ad laudantium voluptas aspernatur.
1431,Rodney Garcia,-5,M,Lake Stevenmouth,Gibraltar,5101633638165865,"6778 Porter Loop Apt. 838, Lake Josephmouth, CA 56704",Yearly,Churned,SofaPlus,Furniture,Sofa,623.00,2021-02-24,9,2,Iure vitae illum numquam a est.
1432,William Gonzales,0,M,North Mariatown,Belgium,2256106031842935,"750 Frank Port, Theresatown, WA 50307",Yearly,Churned,,Grocery,Vegetables,747.00,2020-05-24,10,4,Consequatur ea omnis ut tempore nisi reprehenderit.
1433,Patrick Gaines,-5,M,Lake Lindsay,Peru,5465342862708412,"317 Duncan Spur Suite 318, Lake Mariahtown, MP 81451",Yearly,Active,EducationalGuide,Books,Educational,-89.00,2021-10-13,3,4,Unde quidem iure voluptatum ut doloribus.
1434,Jason Campbell,89,F,East Paul,Cameroon,2267364594832416,"5327 Dalton Vista, Princebury, MP 18022",Yearly,Active,EducationalGuide,Books,Educational,-3.00,2021-10-20,8,2,Aut cum eveniet repellendus rerum.
1435,Thomas Hernandez,150,F,New Adam,Saint Helena,2512788633888315,"06619 Poole Roads Suite 989, South Brenda, NH 77669",Yearly,Active,MegaPhone,Electronics,Phone,798.00,2021-09-22,1,3,Accusantium qui ut odit iste eos velit.
1436,Suzanne Mcpherson,35,F,West Brandonton,Mexico,2295459106923897,"55882 Mccoy Village, Middletonberg, HI 72561",Rarely,Active,MegaSpeaker,Electronics,Speaker,-26.00,2021-08-13,5,5,Quia maiores accusamus in odio.
1437,Crystal Mills,150,F,West Ricardo,Norway,2706857663529333,"6939 Campbell Alley, Julietown, MD 56816",Yearly,Churned,JacketFits,Clothing,Jacket,-51.00,2021-03-23,10,4,Aliquid sit esse impedit dolores non.
1438,Megan Farmer,87,M,East Dustinburgh,Israel,2494418195430981,"1954 Williams Key, New Kristine, WV 59122",Yearly,Churned,LaptopMaster,Electronics,Laptop,-88.00,2023-03-28,6,3,Doloremque facere dolores qui amet rerum.
1439,Amy Mckenzie,150,F,Port Autumnburgh,Georgia,2226038509830901,"355 Hayes Square Suite 846, South Josephside, NY 45006",Yearly,Churned,EducationalGuide,Books,Educational,-15.00,2019-02-18,8,1,Quo repudiandae rem minima quia facilis non.
1440,David Shepherd,48,M,Myerstown,Belarus,2605633494843785,"1392 Griffin Lane Apt. 633, Collinsport, HI 42819",Yearly,Churned,PantsFits,Clothing,Pants,822.00,2023-04-04,8,3,Quia est harum nostrum aperiam accusantium vero odit beatae.
1441,Mary Rice,150,F,New Edward,Qatar,5112679180518883,"3272 Jacobs Square Suite 553, Johntown, UT 85133",Yearly,Active,PantsWear,Clothing,Pants,-62.00,2024-01-11,5,2,Fuga animi quam corrupti sed qui deleniti occaecati nihil.
1442,Amanda Lucero,0,M,North Carl,Falkland Islands (Malvinas),2281262927918047,"474 Javier Landing, Davisville, IN 07973",Yearly,Active,UltraSpeaker,Electronics,Speaker,165.00,2022-02-23,3,2,Saepe accusantium non ratione aut.
1443,Scott Trujillo DDS,52,M,South Jason,Northern Mariana Islands,2228472877687122,"16814 Andre Stravenue, Josemouth, MN 76411",Yearly,Churned,FictionGuide,Books,Fiction,83.00,2022-10-30,3,5,Velit qui id a facilis.
1444,Daniel Martinez,5,M,New Tara,Samoa,2221127400224077,"0187 Russo Course Apt. 902, Matthewberg, NV 61212",Yearly,Active,JacketWear,Clothing,Jacket,361.00,2020-05-28,7,3,Ut nulla nulla error doloremque.
1445,John Hunter,13,F,Sandovalmouth,Algeria,2236065883863958,"780 Phillips Burgs, East Kyle, PW 32265",Yearly,Active,MegaSpeaker,Electronics,Speaker,-82.00,2023-11-29,2,5,Blanditiis architecto laudantium dolores maiores.
1446,Jennifer Bennett,150,M,Heatherland,Holy See (Vatican City State),2225416304918942,"885 Nancy Ways, Paulmouth, OR 42362",Yearly,Active,ComfortTable,Furniture,Table,-22.00,2021-03-01,4,2,Enim rerum ea sint dicta excepturi qui officiis.
1447,Steven Wolf,-5,M,North Jacqueline,British Indian Ocean Territory (Chagos Archipelago),2284639858659152,"0271 Katherine Via Apt. 159, Tuckerfurt, SD 40137",Rarely,Churned,The Art of Non-fiction,Books,Non-fiction,989.00,2021-06-20,6,3,Sequi consequatur aut animi voluptatem nesciunt consequatur cupiditate.
1448,Cynthia Evans,150,F,Chungport,Venezuela,5339928049287587,"Unit 6270 Box 5722, DPO AE 90479",Yearly,Churned,FictionTales,Books,Fiction,786.00,2020-12-18,2,2,Fugiat assumenda est nesciunt omnis.
1449,Karen Garza,5,F,Port Gary,Reunion,2264723698339714,"843 Donald Lock Suite 986, Zacharyberg, OH 79330",Yearly,Churned,LaptopPro,Electronics,Laptop,383.00,2019-04-04,2,1,Voluptatem molestiae pariatur autem ut perspiciatis voluptatem ullam excepturi.
1450,Nathan Zamora,150,F,Knightside,Switzerland,5450092549609122,"59536 Smith Mills Apt. 305, Louishaven, NE 01154",Monthly,Churned,LaptopPro,Electronics,Laptop,-18.00,2022-06-09,7,1,Perspiciatis nobis earum provident sint.
1451,Frank Pena,11,F,Shellymouth,Mali,2668054659135269,"6608 Moody Cove, Port Joshua, RI 77593",Monthly,Active,TablePlus,Furniture,Table,-94.00,2021-01-18,10,4,Fugit enim incidunt dolor magnam dolorum praesentium fuga.
1452,Alexander Day,18,M,Weststad,Jamaica,2243389941593592,"96323 Patrick Walks, Mcdonaldmouth, HI 22170",Yearly,Churned,ShirtFits,Clothing,Shirt,697.00,2022-03-13,6,2,Amet autem rerum omnis harum praesentium quos non.
1453,Sarah Le,48,M,Port Patricia,United States Minor Outlying Islands,2720952935710290,"504 Kristi Crossing, South Annmouth, ME 15891",Yearly,Active,ChairDeluxe,Furniture,Chair,637.00,2019-06-10,6,2,Est nemo sed aut similique et non id.
1454,Lynn Ortiz,150,M,Howeborough,France,2238951898997055,"30278 Love Streets Suite 441, North Maria, ME 81645",Rarely,Churned,MegaLaptop,Electronics,Laptop,-87.00,2021-09-20,7,4,Doloribus qui incidunt autem sint a dolor voluptates.
1455,Emily Miller,3,F,East Connorshire,Czech Republic,2289298593700592,"536 Patton Valleys Apt. 201, Jonesstad, MN 07451",Yearly,Churned,UltraSpeaker,Electronics,Speaker,913.00,2020-01-10,4,1,Excepturi laboriosam architecto nesciunt accusamus animi suscipit.
1456,Tara Weiss,150,M,Barneshaven,China,2714541732015397,"330 Sharon Landing, Millermouth, NY 20846",Yearly,Churned,ChairDeluxe,Furniture,Chair,773.00,2023-10-04,4,1,Odit voluptatem est laborum dolorem.
1457,Brooke Clayton,5,M,Brenthaven,Saint Helena,5373037993723279,"26274 Arias Squares Suite 120, Andrewberg, MA 37058",Yearly,Active,PhoneMaster,Electronics,Phone,-71.00,2021-03-28,7,3,Temporibus velit eveniet quas a.
1458,Patricia Herrera,150,M,West Lauren,Sweden,2252724540801889,"7495 Daniel Expressway Apt. 285, Jennifermouth, MP 00926",Monthly,Churned,The Art of Fiction,Books,Fiction,-8.00,2019-08-01,1,5,Quam doloremque eos aut voluptatem maiores.
1459,Jacob Eaton,5,F,Davidmouth,Ethiopia,2247861652964226,"7095 Caleb Mountains, Virginiaburgh, FL 11239",Yearly,Churned,JacketMaster,Clothing,Jacket,215.00,2023-07-29,7,1,Est et incidunt sapiente omnis voluptatem nisi tenetur.
1460,Timothy Gibbs,62,F,Birdchester,Turkey,2719927992866774,"Unit 2040 Box 7332, DPO AA 37397",Monthly,Active,PantsFits,Clothing,Pants,-92.00,2021-02-16,2,1,Dolor sed aperiam a sit ut sint.
1461,John Williams,150,M,Smithbury,Jersey,2720090342270606,"1082 Scott Ramp, Estradaborough, KS 36857",Yearly,Churned,PhoneMaster,Electronics,Phone,-16.00,2022-10-18,8,5,Ut laudantium dignissimos qui consequatur consectetur repudiandae.
1462,Breanna Reed,150,M,Chadchester,Peru,2254677415091846,"266 Lawson Station Suite 526, Curtisborough, KY 41613",Yearly,Churned,UltraSpeaker,Electronics,Speaker,913.00,2019-07-31,8,5,Non occaecati quisquam velit eveniet voluptatem deleniti.
1463,Robert Smith,90,F,North Michellehaven,Greece,2276476072997740,"2326 Martinez Avenue, West Denise, RI 82790",Yearly,Active,PantsWear,Clothing,Pants,535.00,2019-06-08,1,3,Ipsum illum voluptatibus quae sint.
1464,Jennifer Smith,150,F,Brentberg,Latvia,2242809741383473,"4902 Dawn Corners, Erikachester, WY 44790",Yearly,Active,ComfortChair,Furniture,Chair,475.00,2023-04-06,9,3,Eaque consequatur eum voluptas similique cum iusto.
1465,Daniel Martinez,5,M,New Tara,Samoa,2221127400224077,"0187 Russo Course Apt. 902, Matthewberg, NV 61212",Yearly,Churned,TastyVegetables,Grocery,Vegetables,-70.00,2022-07-26,7,1,Molestiae non vel molestiae ut qui pariatur.
1466,Robert Brown,61,F,Wernerborough,Vanuatu,2233912136000370,"0110 April Burgs Suite 897, Harrisonland, NE 04997",Yearly,Churned,TastyBeverages,Grocery,Beverages,-78.00,2021-07-09,2,4,Neque illum facilis accusamus aspernatur.
1467,Adrian Reese,60,M,Port Kiaraland,Oman,2224138878616501,"67093 Randall Port, Huntburgh, CA 33746",Yearly,Active,ChairDeluxe,Furniture,Chair,637.00,2021-05-31,4,4,Aperiam corrupti quas ea qui.
1468,Cassandra Hendricks,4,F,West Matthewmouth,Jordan,5505925850376127,"0090 Matthew Manors, North Rachel, TX 73867",Yearly,Active,PhonePro,Electronics,Phone,-47.00,2022-01-18,2,2,Laudantium qui aliquam ullam in ea ducimus.
1469,Donald Pennington,23,M,North Amberburgh,United Arab Emirates,5220721301860411,"84980 Jason Prairie, South Roy, MN 56169",Yearly,Active,JacketWear,Clothing,Jacket,-17.00,2022-08-31,10,3,Odio accusamus ab praesentium minima aut sit.
1470,Evan Garcia,150,F,Westmouth,Monaco,2550845975731447,"60267 Thomas Mill, Port Danielfort, RI 39872",Rarely,Churned,,Clothing,Pants,430.00,2020-01-07,8,3,Rem ducimus ullam quia sequi pariatur commodi magnam eum.
1471,Jacob Morris,150,M,Mossport,Isle of Man,2706157588459553,"51547 Todd Terrace Apt. 986, East Paulmouth, KS 25160",Yearly,Churned,ShirtFits,Clothing,Shirt,-84.00,2021-09-10,3,5,Odit non explicabo fugiat debitis.
1472,Alicia Jackson,150,M,West Danielshire,Madagascar,5431779620444296,"633 Powell Parkways, Sarahmouth, CO 22742",Yearly,Churned,,Grocery,Snacks,98.00,2023-09-08,9,2,Accusamus quis temporibus officia quis rem aliquid.
1473,Matthew Cardenas,150,F,Port Robertbury,Cuba,5582196663026673,"05614 Lisa Glen Apt. 661, Lake Tracyborough, VI 76574",Yearly,Churned,PhoneMaster,Electronics,Phone,893.00,2020-06-27,3,2,Libero voluptate aut soluta ut a.
1474,Elijah Hayes,-1,F,Murphyton,Germany,5179946653849933,"Unit 8252 Box 0412, DPO AE 14035",Yearly,Active,VegetablesBurst,Grocery,Vegetables,-22.00,2023-09-02,9,5,Culpa voluptatem quo quis voluptatibus iusto.
1475,Vanessa Gardner,5,M,Brittanyfort,Brazil,2296284336195630,"Unit 6130 Box 5816, DPO AP 73117",Monthly,Active,FreshSnacks,Grocery,Snacks,941.00,2021-06-23,7,4,Qui aperiam maiores id.
1476,Sarah Buchanan,150,M,Huffbury,Bahrain,2432207876646824,"PSC 2975, Box 6382, APO AP 77209",Yearly,Active,PhoneMaster,Electronics,Phone,-65.00,2021-11-22,4,5,Nam sint asperiores possimus illo rerum expedita id.
1477,Stacey Coleman,150,F,Jefferyfort,Turkmenistan,5384989678846188,"50637 Brooks Drives Suite 454, Lake Jasonview, AR 73663",Rarely,Active,TableDeluxe,Furniture,Table,464.00,2021-09-10,8,3,Ratione aperiam est totam ut qui.
1478,Martin Quinn,150,M,Cynthiachester,Saint Vincent and the Grenadines,2636233732979807,"19128 Mccall Island Apt. 935, Jessicaside, TN 62859",Yearly,Churned,,Clothing,Pants,-13.00,2020-05-12,3,1,Rerum totam dolorem vel sed qui et suscipit.
1479,Michael Harris,92,M,Aguilarfort,United States of America,2271210674515633,"743 Barbara Villages Suite 528, Randyville, OH 61672",Yearly,Churned,EducationalGuide,Books,Educational,990.00,2019-09-07,7,2,Odit voluptatem voluptas aspernatur.
1480,Lisa Weber,150,M,Johnsontown,Algeria,5429361215037779,"127 Wilson Key Apt. 449, Port Daisyshire, AZ 23105",Rarely,Active,,Furniture,Chair,960.00,2023-02-27,1,2,Dolor et sint harum autem.
1481,Lisa Williams,50,M,Shortfurt,Puerto Rico,5459733916276877,"920 Bell Trail Apt. 703, Medinaton, OH 67309",Yearly,Churned,FreshBeverages,Grocery,Beverages,370.00,2019-07-15,4,3,Incidunt eum voluptates consequuntur aut magnam explicabo.
1482,Timothy Rollins,90,F,North Kimberlyport,Austria,5261685970724333,"282 Gray Avenue Suite 005, Port Sarahchester, ND 00894",Yearly,Churned,LaptopPro,Electronics,Laptop,-48.00,2019-02-04,4,4,Et in sed occaecati rerum aliquid quo.
1483,Jeffrey Scott,150,M,East Johnmouth,Bangladesh,2253248763773301,"12359 Ronald Lake Apt. 074, South Andreaburgh, RI 41635",Monthly,Churned,ProShirt,Clothing,Shirt,-10.00,2019-07-04,6,3,In quibusdam praesentium occaecati voluptate.
1484,Dustin Klein,150,M,Lake Valerie,Gambia,2278384393840441,"6303 Melton Junctions Apt. 967, Maryhaven, PW 53315",Yearly,Churned,ProShirt,Clothing,Shirt,-21.00,2021-07-17,2,5,Sunt odit ut asperiores commodi occaecati voluptatem fuga.
1485,Matthew Allison,-5,M,Williamshaven,Bahamas,5553111020813171,"USNV Martin, FPO AE 02369",Yearly,Churned,ComfortTable,Furniture,Table,-1.00,2023-07-03,3,3,Temporibus nostrum odio officia laboriosam a.
1486,Robert Robertson,150,M,Christophershire,Holy See (Vatican City State),5150494400612430,"503 Atkins Centers Suite 262, North Arthurstad, AR 86079",Yearly,Churned,LaptopMaster,Electronics,Laptop,270.00,2022-01-23,8,1,Rerum pariatur sed quos quis dolorum quia rem.
1487,Carrie Wright,10,F,Lauramouth,Hungary,2253684174649559,"935 Frank Cape Apt. 081, Ronaldville, CT 06435",Yearly,Active,MegaSpeaker,Electronics,Speaker,140.00,2020-05-21,4,1,Aut et sed et deleniti doloremque architecto corrupti.
1488,Megan Gonzalez,23,F,East Jenniferfurt,Ukraine,5415153100462923,"1483 Alex Way, East Kelly, MD 10316",Yearly,Churned,TastyVegetables,Grocery,Vegetables,398.00,2020-05-09,3,3,Cumque impedit quasi non vero ducimus sed corrupti.
1489,Mitchell Johnson,82,M,West Jorge,Mismatched Country,5137021785562704,"5313 Hunt Forks, Alexandraborough, MD 04594",Monthly,Active,ShirtFits,Clothing,Shirt,-34.00,2019-01-24,6,2,Eos esse et voluptate officiis odio.
1490,Thomas Harris,150,M,Harrisberg,Holy See (Vatican City State),5200623560702454,"78920 Lopez Curve, Kennethberg, DE 64447",Monthly,Churned,Non-fictionGuide,Books,Non-fiction,722.00,2020-06-14,7,3,Quasi ipsum est aliquam velit.
1491,Eric Jenkins,4,F,Brookshaven,Samoa,2719156587969567,"PSC 8874, Box 3843, APO AP 26653",Yearly,Active,FreshVegetables,Grocery,Vegetables,-99.00,2021-01-16,1,4,Voluptatibus odit natus aliquid.
1492,Darlene Williams,2,M,South Jeffery,Estonia,5106103233763733,"124 Brandon Expressway, Jamieborough, NM 23265",Yearly,Churned,,Electronics,Speaker,-58.00,2020-12-05,8,4,Id in minima sequi voluptatum provident quam dolor minus.
1493,Christine Mathews,150,F,Tonychester,San Marino,5398051342935139,"94699 Monica Route, Marcusberg, AS 28100",Yearly,Active,FictionTales,Books,Fiction,-6.00,2023-01-24,9,4,Asperiores veniam aliquam tempora vel exercitationem et eligendi.
1494,Timothy Fisher,15,M,Robertville,Moldova,5416386124871351,"419 Lam Parkways Apt. 193, Torresborough, NY 68090",Yearly,Active,TastyVegetables,Grocery,Vegetables,665.00,2019-05-17,5,4,Exercitationem inventore inventore eos accusantium.
1495,Charlene Torres,0,F,West Donald,Russian Federation,2252457759873329,"029 Gwendolyn Lock, South Josephbury, AK 82303",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-87.00,2021-10-03,1,1,Provident qui dolores debitis qui illum.
1496,Kevin Mooney,150,F,Thorntonmouth,Ethiopia,2238852120716265,"560 Courtney Manor Apt. 875, South Kimberly, WY 83581",Rarely,Churned,FictionGuide,Books,Fiction,899.00,2022-06-02,7,3,Adipisci perspiciatis omnis aut sapiente distinctio.
1497,Joseph Johnson,150,M,Lake Lauraborough,Malta,2279405054660502,"63364 Brian Turnpike, Morrisberg, PR 93838",Yearly,Churned,SofaDeluxe,Furniture,Sofa,-99.00,2022-12-10,2,5,Natus voluptatem laborum odio voluptatem veritatis.
1498,Brian Rose,10,F,Perezshire,Jordan,2610280035983994,"879 Nicholas Plains, New Michele, ID 79107",Yearly,Churned,ChairPlus,Furniture,Chair,433.00,2022-02-08,10,2,Earum fuga maiores et nam beatae eveniet maxime harum.
1499,Christina Andrews,-3,M,Brianborough,Belarus,2579952129853619,"46378 Walker Union Apt. 264, Anthonytown, SD 42857",Rarely,Churned,SpeakerPro,Electronics,Speaker,-89.00,2019-09-05,6,3,Quisquam ut itaque blanditiis ut iste.
1500,Amy Arnold,65,F,Williamsview,Cook Islands,2459337312070459,"981 Morgan Street Suite 220, Thomasberg, MD 61457",Yearly,Churned,ComfortTable,Furniture,Table,486.00,2019-11-25,10,2,Harum ipsa magnam sit ut possimus et tempora nihil.
1501,Jody Richards,78,F,West Jamesshire,Mauritius,5570166920016696,"843 Nguyen Flats Suite 212, East Douglasland, ND 24642",Yearly,Active,FreshVegetables,Grocery,Vegetables,-88.00,2019-12-02,6,2,Excepturi aspernatur modi cupiditate voluptate minus in expedita cum.
1502,Nicole Rodriguez,150,F,Lake Jonathan,New Zealand,2237481297157185,"798 Christopher Estates, Austinmouth, DE 43502",Yearly,Active,TableDeluxe,Furniture,Table,944.00,2023-08-26,7,2,Eum sit aliquam quia illo ipsam.
