"id","name","age","gender","city","country","credit_card","full_address","user_source_type","user_status","product_name","category","subcategory","price","date_purchase","quantity","rating","comment","created_at","updated_at"
"532","Sue Steele","150","M","Harrishaven","United States Minor Outlying Islands","5131930823749337","2267 Stephanie Trafficway Apt. 007, New Robert, AK 73498","Yearly","Active","ProPants","Clothing","Pants","532.00","2020-02-11","9","5","Iste deserunt distinctio nihil aspernatur.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"533","Michael Campbell","34","F","New Jenniferview","Panama","2500068885025799","123 Hall Stream, Port Lauren, PA 22848","Rarely","Active","ChairPlus","Furniture","Chair","-91.00","2023-02-09","8","5","Laudantium et omnis nihil sit ut ut at dolor.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"534","Joel Rice","2","F","Ericaville","Fiji","2714926638049394","7226 Taylor Plains Apt. 460, Thompsonhaven, RI 79051","Monthly","Churned","ProLaptop","Electronics","Laptop","981.00","2023-05-06","9","1","Ea ut doloremque soluta possimus sed.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"535","Linda Ibarra","150","F","Andersonberg","Maldives","5437063749015822","9283 Carolyn Course, Cunninghamside, GA 73096","Yearly","Churned","FreshBeverages","Grocery","Beverages","970.00","2019-04-26","2","2","Nihil nobis inventore et architecto consequatur qui.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"536","Nathan Phillips","90","F","Port Justinside","Germany","5299303550855909","0436 Cole Trail Apt. 721, South Nathanfort, NY 62206","Yearly","Churned","EducationalGuide","Books","Educational","586.00","2020-06-17","5","4","Tempora et saepe voluptas aspernatur earum.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"537","Dakota Hall","74","M","Hamiltonville","Sierra Leone","2297314404280318","791 Heidi Via, Rebeccashire, ND 08816","Monthly","Churned","EducationalGuide","Books","Educational","-57.00","2019-02-26","7","5","Repellendus quam qui ea ipsum illo culpa.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"538","Adam Smith","150","F","West Barbaraside","Anguilla","2252340431478420","2404 Jaclyn Avenue, South Aaron, SD 00501","Yearly","Active","ComfortTable","Furniture","Table","-31.00","2024-01-22","4","1","Autem ducimus totam atque quaerat ut cumque dolorum.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"539","Vincent Phillips","70","F","Katieport","Senegal","2590416880465265","828 Crawford Trail, New Kevinmouth, FM 34757","Rarely","Churned","UltraLaptop","Electronics","Laptop","-35.00","2022-07-19","7","1","Corrupti modi eveniet illo velit.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"540","Cory Strickland","-3","M","Nelsonchester","Armenia","2222872992565192","654 Debra Shores Apt. 878, New Paulburgh, DC 19423","Yearly","Churned","TableDeluxe","Furniture","Table","909.00","2022-03-04","2","1","Praesentium harum quis ut quia sit.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"541","Christopher Savage","1","F","Robertview","United Kingdom","2237378913255387","219 Robert Summit Apt. 784, East Maria, CA 27417","Yearly","Churned","FreshBeverages","Grocery","Beverages","396.00","2022-10-16","10","3","Voluptas odio qui molestiae sed.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"542","Lauren Acosta","150","M","Bryanton","Hungary","2236405486185039","021 Shea Mill, West Russell, AZ 51153","Yearly","Active","ChairPlus","Furniture","Chair","-29.00","2020-11-15","10","2","Eligendi omnis sunt dignissimos ea inventore.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"543","Justin Greer","150","F","South Karenberg","Honduras","5342553210123000","74516 Julian Lakes, Kellerton, CA 48725","Yearly","Churned","ShirtFits","Clothing","Shirt","37.00","2020-03-15","7","5","Facere distinctio est sapiente.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"544","Christian Gordon","-1","F","Medinamouth","Burkina Faso","2238789075849461","9851 Lynn Wells Apt. 754, Lake Heatherside, MO 05260","Yearly","Active","SpeakerMaster","Electronics","Speaker","578.00","2019-01-04","1","3","Quasi qui illum adipisci dolorem blanditiis id et.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"545","James Roy","150","F","North Jeremy","Kuwait","2275406025834170","503 Morgan Neck, North Angela, KY 47994","Yearly","Active","TastySnacks","Grocery","Snacks","411.00","2021-08-15","2","4","Voluptas dolores non aut.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"546","Alicia French","150","M","Port Danielland","Comoros","2417156304472502","199 Steven Burg Suite 236, New Karenburgh, IA 85260","Yearly","Churned","TablePlus","Furniture","Table","12.00","2023-08-18","10","5","Enim aut non consequuntur delectus nesciunt qui assumenda explicabo.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"547","Vanessa Gardner","5","M","Brittanyfort","Brazil","2296284336195630","Unit 6130 Box 5816, DPO AP 73117","Monthly","Active","Non-fictionTales","Books","Non-fiction","-29.00","2020-05-30","8","5","Culpa necessitatibus fugiat sint sequi quia debitis.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"548","Debra Small","-2","F","Williamsside","Namibia","2221289030675704","01632 Lynch Radial, West Michelle, FM 40414","Rarely","Churned","UltraLaptop","Electronics","Laptop","-68.00","2021-06-07","3","1","Tenetur nesciunt cupiditate ab ea.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"549","Michael Hernandez","150","F","East Cesar","Nepal","2290293059644704","63244 Crystal Forges, Riosview, NJ 66374","Yearly","Active","EducationalTales","Books","Educational","-91.00","2021-10-21","9","4","Earum rerum totam consequuntur.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"550","Mr. Brandon Collins","4","F","Knightside","Martinique","2720514185960106","6260 Allison Loop, Alisonland, ND 53354","Monthly","Churned","MegaPhone","Electronics","Phone","-32.00","2020-11-22","9","4","Dolorum voluptates voluptas quae.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"551","Cynthia Evans","150","F","Chungport","Venezuela","5339928049287587","Unit 6270 Box 5722, DPO AE 90479","Yearly","Active","ChairPlus","Furniture","Chair","555.00","2020-06-23","1","3","Dignissimos mollitia enim voluptatem adipisci et soluta.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"552","Bethany Ramirez","10","M","Ortegabury","Czech Republic","5564262547397631","778 Jamie Crest, Bartonberg, NE 17575","Rarely","Active","EducationalGuide","Books","Educational","483.00","2020-08-10","6","5","Fuga ut quidem est porro.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"553","George Reyes","92","M","Spencermouth","Cambodia","2289927502599477","8803 Tyler Mission Apt. 861, New Kimberlyhaven, KS 76040","Yearly","Churned","PhonePro","Electronics","Phone","912.00","2019-05-15","7","4","Ex et accusantium est corrupti architecto.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"554","Omar Wells","3","F","West Melissa","Kazakhstan","2294781375555840","33828 Steven Trace, West Chelseastad, WI 74651","Rarely","Churned","ProShirt","Clothing","Shirt","-21.00","2023-05-25","3","3","Nisi qui exercitationem in.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"555","Taylor Cooper","150","F","North Stephanieborough","Greece","2528352442448928","1232 Wilkins Crossroad Suite 298, New Heather, DE 82238","Rarely","Active","PantsWear","Clothing","Pants","855.00","2022-12-08","5","5","A tenetur id necessitatibus tempore ullam sed placeat.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"556","Kendra Morrison","150","F","Lake Kimberlytown","Romania","2458851112329569","174 Ann Tunnel, North Catherineside, WI 37042","Yearly","Churned","SpeakerPro","Electronics","Speaker","961.00","2022-04-15","2","1","Consequatur fugit enim quis temporibus.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"557","Lauren Hawkins DVM","41","F","West Monica","Kenya","2262764637177866","7298 Cunningham Key Apt. 925, New Matthew, AR 96816","Yearly","Churned","VegetablesBurst","Grocery","Vegetables","-89.00","2021-09-14","9","2","Et placeat quas sequi eius distinctio.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"558","Christine Morgan","17","F","Bobshire","Gabon","2628803604953120","70506 Weber Falls Suite 932, West Susan, NY 45722","Yearly","Active","PantsFits","Clothing","Pants","444.00","2023-01-30","9","5","Tempore odio velit sint suscipit.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"559","Kristi Mcpherson","11","F","East Davidmouth","Tanzania","2346199256053652","95230 Morgan Estate Apt. 836, Bartonfort, GA 62835","Yearly","Churned","VegetablesBurst","Grocery","Vegetables","-45.00","2020-06-08","3","1","Enim maiores ea ex et.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"560","Aaron Ramirez","90","F","Willischester","Mismatched Country","2253055283033078","8266 Khan Street Apt. 348, Stokesmouth, MT 20820","Yearly","Active","The Art of Educational","Books","Educational","-4.00","2023-08-07","3","2","Excepturi et tenetur sapiente cumque odio aliquam rerum.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"561","Lynn Ortiz","150","M","Howeborough","France","2238951898997055","30278 Love Streets Suite 441, North Maria, ME 81645","Rarely","Churned","PhonePro","Electronics","Phone","-14.00","2023-12-22","7","5","Inventore rerum magnam ex adipisci.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"562","Laura Woods MD","150","M","Petersfurt","Saint Helena","2257778838688890","7118 William Curve Apt. 999, Reginaton, GU 36798","Yearly","Active","TastyBeverages","Grocery","Beverages","542.00","2021-06-02","1","4","Delectus laudantium qui est sunt et.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"563","Elizabeth Wells","4","F","Thomasbury","Turkey","2616236981652003","035 Kelly Mountain, Richardchester, RI 02088","Yearly","Active","ShirtFits","Clothing","Shirt","-46.00","2020-02-22","8","1","Officiis beatae minima neque fugiat quia.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"564","Jacob Morris","150","M","Mossport","Isle of Man","2706157588459553","51547 Todd Terrace Apt. 986, East Paulmouth, KS 25160","Yearly","Active","FreshBeverages","Grocery","Beverages","970.00","2021-10-27","10","4","Et illo sunt occaecati quo.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"565","John Lewis","150","M","East Alison","Poland","2557153338606197","998 Alicia Walks, North Kevin, DE 59263","Monthly","Churned","ShirtFits","Clothing","Shirt","-34.00","2019-03-29","9","3","Dicta fugiat recusandae tempora quia quae animi itaque ea.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"566","Mr. Daniel Valentine","-5","M","North Suzanne","Maldives","2298121509044393","5725 Edwards Port Apt. 608, West Kimberly, OK 68094","Yearly","Active","TastySnacks","Grocery","Snacks","-97.00","2023-10-10","6","4","Iure dolorum illo consequatur asperiores ad aut voluptatibus omnis.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"567","Jennifer Mendoza","1","F","West Johnfurt","Latvia","5312522899429026","3681 Patrick Skyway, Markburgh, NV 42169","Rarely","Churned","The Art of Educational","Books","Educational","-48.00","2019-07-27","3","1","Distinctio pariatur minus harum deleniti tempora explicabo eum.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"568","Rachel Vaughn","150","F","East Carolineton","Seychelles","2710717500879230","53343 Mendoza Flat Apt. 303, North Timothybury, IA 40588","Monthly","Active","TastySnacks","Grocery","Snacks","-41.00","2021-02-10","6","1","Sunt provident consequuntur nihil.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"569","Joan Jones","3","M","West Jasmin","Christmas Island","2253751502162918","USNS Snyder, FPO AA 63358","Yearly","Churned","ComfortSofa","Furniture","Sofa","140.00","2023-05-13","6","1","Possimus dolorem vel voluptate aliquid incidunt molestias.","2024-01-23 08:34:57","2024-01-23 08:34:57"
"570","John Ray","69","F","New Josephshire","Argentina","2620440614174500","922 Nicholas Views Suite 988, Lake Tiffanyport, MD 69453","Yearly","Active","ComfortChair","Furniture","Chair","-42.00","2020-10-16","3","2","Qui id esse ut.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"571","Rebekah Anderson","150","F","North Kristenmouth","Armenia","5367060619379779","PSC 1260, Box 2652, APO AP 35423","Yearly","Churned",NULL,"Furniture","Table","232.00","2022-10-02","5","3","Quo minima vero repellat nobis eligendi corrupti omnis.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"572","Breanna Miller","150","M","North Olivia","San Marino","5175014181581165","66174 Victor Overpass, Thompsonview, PR 24528","Yearly","Active","ComfortTable","Furniture","Table","491.00","2021-11-14","8","3","Consectetur debitis voluptate ipsa aspernatur quo id.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"573","Nancy Shea","62","F","Fuenteschester","Madagascar","2246785980556712","326 Nichols Avenue Apt. 233, Wilsonstad, ME 15003","Yearly","Active","LaptopPro","Electronics","Laptop","-3.00","2023-05-13","5","1","Id deleniti magnam aliquid dolorum accusamus vero similique amet.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"574","Theodore Morgan","150","F","Deborahview","Cayman Islands","2504943957946609","6990 Lopez Points, Phillipborough, UT 63236","Monthly","Active","ShirtFits","Clothing","Shirt","-16.00","2023-04-02","7","5","Reiciendis necessitatibus voluptatem suscipit voluptatum maxime accusamus iste facere.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"575","Andrea Mcpherson","0","F","New Davidfurt","Swaziland","2492513008185491","92339 John Ridge Apt. 245, Bakerstad, UT 36573","Yearly","Churned","VegetablesBurst","Grocery","Vegetables","-19.00","2019-02-09","8","4","Reprehenderit veritatis blanditiis voluptates soluta ut pariatur laboriosam.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"576","Kristi Mcpherson","11","F","East Davidmouth","Tanzania","2346199256053652","95230 Morgan Estate Apt. 836, Bartonfort, GA 62835","Yearly","Churned","ChairDeluxe","Furniture","Chair","637.00","2023-05-03","2","1","A et distinctio sit culpa dolorem.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"577","Michael Sanchez","150","F","Briannaton","Portugal","2272367583185566","026 Deborah Brook Apt. 084, East Kimberly, TX 65153","Monthly","Active","TastySnacks","Grocery","Snacks","-87.00","2021-07-21","1","2","Odio consequatur fugiat ut in rerum voluptatem.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"578","Angela Quinn","28","M","West Philiphaven","Uruguay","5249375854805005","USNS Clark, FPO AA 18948","Monthly","Active","ChairPlus","Furniture","Chair","250.00","2019-12-26","10","2","Nihil occaecati unde eos magni nihil est.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"579","Felicia King","-1","F","West Laurafort","Morocco","2708887220930508","6586 Jeffrey Pike Apt. 181, Port Kim, KS 46172","Rarely","Churned","SofaPlus","Furniture","Sofa","709.00","2022-11-14","4","2","Inventore perferendis rerum occaecati non sunt rerum.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"580","Judy Hill","54","M","Greenland","Mongolia","2425539722713708","946 Small Estate, Parkerview, SC 99024","Rarely","Active","ShirtFits","Clothing","Shirt","60.00","2019-02-11","10","4","Voluptatem voluptatum quae ea quisquam quam.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"581","Matthew Roberts","-3","M","Lake Sylvia","Kenya","2705610510262447","247 Victoria Club Suite 831, Grayville, VA 32210","Yearly","Churned","ProPants","Clothing","Pants","-76.00","2023-08-08","5","2","Alias et doloremque voluptatem et.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"582","Troy Clark","52","M","Cummingsmouth","Nauru","2242877603047767","5854 Nicole Loaf, Tylershire, CO 44581","Yearly","Churned","Non-fictionGuide","Books","Non-fiction","722.00","2023-01-27","6","5","Mollitia veniam dolorum libero.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"583","Bonnie Watkins","150","M","East Juanport","Uruguay","2224968326133638","4235 Edward Ford Apt. 546, Hernandezchester, FM 57726","Yearly","Active","BeveragesBurst","Grocery","Beverages","730.00","2021-04-16","10","5","Totam quos hic nisi voluptas voluptates itaque.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"584","Wendy Richardson","60","M","Valenciamouth","Sri Lanka","2228311358211640","98349 Richard Square, Lawsonview, DE 74953","Rarely","Active","PhoneMaster","Electronics","Phone","155.00","2020-03-14","10","3","Explicabo enim rerum sunt quia.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"585","Alisha Mitchell","-1","F","Hillmouth","Lao People's Democratic Republic","2540549961324844","8792 Monica Knolls Apt. 398, South Cherylside, NJ 14476","Yearly","Active","ChairDeluxe","Furniture","Chair","-52.00","2020-05-29","10","4","Ex est optio quia rerum et qui.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"586","Steven Zimmerman","23","M","Curtisshire","Tajikistan","5474128842689668","405 Jones Green, Jonesview, SC 18001","Yearly","Churned","Non-fictionGuide","Books","Non-fiction","-14.00","2021-08-07","8","2","Non autem aut veniam dolorem non doloribus.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"587","Sarah Kent","150","M","Colefurt","Seychelles","5201788405763513","151 Davidson Ramp Suite 082, Donaldberg, RI 23294","Monthly","Active","ShirtWear","Clothing","Shirt","305.00","2022-07-18","4","1","Voluptatem omnis autem aliquam et et sed.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"588","Daniel Jacobs","77","F","Woodberg","Mismatched Country","2265532972946519","Unit 1754 Box 1609, DPO AP 88404","Rarely","Active","The Art of Fiction","Books","Fiction","-4.00","2023-04-13","2","3","Impedit et deleniti quaerat vero soluta velit.","2024-01-23 08:34:58","2024-01-23 08:34:58"
"589","Daniel Johnson","68","F","New Jessica","Ireland","2698872852292809","39166 Anderson Crescent, Foxchester, KY 09251","Rarely","Active","Non-fictionGuide","Books","Non-fiction","160.00","2019-11-05","10","1","Maxime pariatur ipsum itaque.","2024-01-23 08:34:58","2024-01-23 08:34:58"
